Chromosome/scaffold name,Strand,Transcript start (bp),Transcript end (bp),5' UTR end,3' UTR start,Gene stable ID,Gene name,Transcript stable ID,Protein stable ID
I,-1,5226179,5230259,,5226179,SPAC14C4.02c,smc5,SPAC14C4.02c.1,SPAC14C4.02c.1:pep
I,1,5233954,5235661,5234292,5235097,SPAC14C4.04,SPAC14C4.04,SPAC14C4.04.1,SPAC14C4.04.1:pep
I,-1,5265435,5266589,5266589,5265435,SPAPJ760.03c,adg1,SPAPJ760.03c.1,SPAPJ760.03c.1:pep
I,1,5276193,5277245,,,SPNCRNA.1066,SPAC2H10.02c-antisense-1,SPNCRNA.1066.1,
I,-1,5309027,5311689,,,SPNCRNA.1068,SPNCRNA.1068,SPNCRNA.1068.1,
I,1,5317857,5319528,5317938,5319301,SPAP8A3.03,zrt2,SPAP8A3.03.1,SPAP8A3.03.1:pep
I,-1,5319957,5320676,5320676,5319957,SPAP8A3.04c,hsp9,SPAP8A3.04c.1,SPAP8A3.04c.1:pep
I,1,5325582,5326435,5325610,5326262,SPAP8A3.06,uaf2,SPAP8A3.06.1,SPAP8A3.06.1:pep
I,-1,5340960,5343594,5343594,5340960,SPAP8A3.13c,SPAP8A3.13c,SPAP8A3.13c.1,SPAP8A3.13c.1:pep
I,-1,5358774,5359676,,,SPNCRNA.1076,sum1-antisense-1,SPNCRNA.1076.1,
I,1,5372018,5373807,5372200,,SPAC4D7.11,dsc4,SPAC4D7.11.1,SPAC4D7.11.1:pep
I,1,5372018,5373807,,,SPAC4D7.11,dsc4,SPAC4D7.11.1,SPAC4D7.11.1:pep
I,1,5372018,5373807,,5373205,SPAC4D7.11,dsc4,SPAC4D7.11.1,SPAC4D7.11.1:pep
I,1,5402653,5403044,,,SPNCRNA.267,SPNCRNA.267,SPNCRNA.267.1,
I,-1,5408180,5411132,5411132,5408180,SPAC29B12.02c,set2,SPAC29B12.02c.1,SPAC29B12.02c.1:pep
I,1,5413747,5414846,,,SPNCRNA.269,SPNCRNA.269,SPNCRNA.269.1,
I,1,5438983,5439489,5439048,5439463,SPAC29B12.13,SPAC29B12.13,SPAC29B12.13.1,SPAC29B12.13.1:pep
I,1,5535061,5536432,5535197,5536281,SPAC186.03,SPAC186.03,SPAC186.03.1,SPAC186.03.1:pep
I,1,7619,9274,,,SPAC212.09c,SPAC212.09c,SPAC212.09c.1,
I,1,20824,21015,,,SPAC212.05c,SPAC212.05c,SPAC212.05c.1,
I,1,21381,23050,21586,,SPAC212.04c,SPAC212.04c,SPAC212.04c.1,SPAC212.04c.1:pep
I,1,21381,23050,,22509,SPAC212.04c,SPAC212.04c,SPAC212.04c.1,SPAC212.04c.1:pep
I,1,29764,31069,29765,30717,SPAC977.01,SPAC977.01,SPAC977.01.1,SPAC977.01.1:pep
I,1,34298,34978,34348,34817,SPAC977.04,SPAC977.04,SPAC977.04.1,SPAC977.04.1:pep
I,1,50946,53858,52116,,SPAC977.10,sod2,SPAC977.10.1,SPAC977.10.1:pep
I,1,50946,53858,,53601,SPAC977.10,sod2,SPAC977.10.1,SPAC977.10.1:pep
I,1,56373,57736,56491,57563,SPAC977.12,SPAC977.12,SPAC977.12.1,SPAC977.12.1:pep
I,1,82746,84786,82935,84604,SPAC1F8.01,ght3,SPAC1F8.01.1,SPAC1F8.01.1:pep
I,1,90949,94038,,,SPNCRNA.605,SPAC1F8.04c-antisense-1,SPNCRNA.605.1,
I,-1,92387,93931,93931,92387,SPAC1F8.04c,SPAC1F8.04c,SPAC1F8.04c.1,SPAC1F8.04c.1:pep
I,1,103941,104953,,104304,SPAC1F8.08,SPAC1F8.08,SPAC1F8.08.1,SPAC1F8.08.1:pep
I,-1,108732,109195,109195,108732,SPAC11D3.01c,SPAC11D3.01c,SPAC11D3.01c.1,SPAC11D3.01c.1:pep
I,1,109628,112377,,,SPNCRNA.608,SPNCRNA.608,SPNCRNA.608.1,
I,1,116331,118189,116692,118061,SPAC11D3.06,SPAC11D3.06,SPAC11D3.06.1,SPAC11D3.06.1:pep
I,1,124907,129053,125581,126887,SPAC11D3.10,SPAC11D3.10,SPAC11D3.10.1,SPAC11D3.10.1:pep
I,1,130148,131268,130328,130998,SPAC11D3.13,hsp3104,SPAC11D3.13.1,SPAC11D3.13.1:pep
I,1,131203,135541,,,SPNCRNA.609,SPAC11D3.14c-antisense-1,SPNCRNA.609.1,
I,1,146974,148055,,147880,SPAC5H10.01,SPAC5H10.01,SPAC5H10.01.1,SPAC5H10.01.1:pep
I,-1,160977,161822,161822,,SPAC5H10.09c,ecm31,SPAC5H10.09c.1,SPAC5H10.09c.1:pep
I,-1,174865,176655,176655,174865,SPAC13G6.02c,rps101,SPAC13G6.02c.1,SPAC13G6.02c.1:pep
I,1,180272,181069,180422,,SPAC13G6.04,tim8,SPAC13G6.04.1,SPAC13G6.04.1:pep
I,1,180272,181069,,,SPAC13G6.04,tim8,SPAC13G6.04.1,SPAC13G6.04.1:pep
I,1,180272,181069,,180912,SPAC13G6.04,tim8,SPAC13G6.04.1,SPAC13G6.04.1:pep
I,1,187701,190031,188376,189985,SPAC13G6.08,SPAC13G6.08,SPAC13G6.08.1,SPAC13G6.08.1:pep
I,-1,201729,203346,203346,201729,SPAC13G6.15c,SPAC13G6.15c,SPAC13G6.15c.1,SPAC13G6.15c.1:pep
I,-1,211714,213591,213591,211714,SPAC24B11.08c,SPAC24B11.08c,SPAC24B11.08c.1,SPAC24B11.08c.1:pep
I,-1,221694,223991,223991,221694,SPAC24B11.11c,sid2,SPAC24B11.11c.1,SPAC24B11.11c.1:pep
I,-1,235533,236104,236104,235533,SPAC806.03c,rps2601,SPAC806.03c.1,SPAC806.03c.1:pep
I,-1,266551,267792,,,SPNCRNA.632,tra2-antisense-1,SPNCRNA.632.1,
I,1,271077,272457,,,SPNCRNA.633,fal1-antisense-1,SPNCRNA.633.1,
I,-1,299278,301837,301837,,SPAC18B11.10,tup11,SPAC18B11.10.1,SPAC18B11.10.1:pep
I,-1,299278,301837,,,SPAC18B11.10,tup11,SPAC18B11.10.1,SPAC18B11.10.1:pep
I,-1,299278,301837,,299278,SPAC18B11.10,tup11,SPAC18B11.10.1,SPAC18B11.10.1:pep
I,-1,316996,319185,319185,,SPAC12G12.15,sif3,SPAC12G12.15.1,SPAC12G12.15.1:pep
I,-1,316996,319185,,,SPAC12G12.15,sif3,SPAC12G12.15.1,SPAC12G12.15.1:pep
I,-1,316996,319185,,316996,SPAC12G12.15,sif3,SPAC12G12.15.1,SPAC12G12.15.1:pep
I,-1,353705,357205,357205,,SPAC630.06c,SPAC630.06c,SPAC630.06c.1,SPAC630.06c.1:pep
I,-1,353705,357205,,,SPAC630.06c,SPAC630.06c,SPAC630.06c.1,SPAC630.06c.1:pep
I,-1,353705,357205,,,SPAC630.06c,SPAC630.06c,SPAC630.06c.1,SPAC630.06c.1:pep
I,-1,353705,357205,,353705,SPAC630.06c,SPAC630.06c,SPAC630.06c.1,SPAC630.06c.1:pep
I,1,353783,356580,353899,356132,SPAC630.05,gyp7,SPAC630.05.1,SPAC630.05.1:pep
I,-1,374316,377908,377908,,SPAC630.14c,tup12,SPAC630.14c.1,SPAC630.14c.1:pep
I,-1,374316,377908,,,SPAC630.14c,tup12,SPAC630.14c.1,SPAC630.14c.1:pep
I,-1,374316,377908,,,SPAC630.14c,tup12,SPAC630.14c.1,SPAC630.14c.1:pep
I,-1,374316,377908,,374316,SPAC630.14c,tup12,SPAC630.14c.1,SPAC630.14c.1:pep
I,-1,414245,414930,414930,,SPAC31A2.13c,sft1,SPAC31A2.13c.1,SPAC31A2.13c.1:pep
I,-1,414245,414930,,414245,SPAC31A2.13c,sft1,SPAC31A2.13c.1,SPAC31A2.13c.1:pep
I,1,442201,445721,443568,445264,SPAC23E2.01,fep1,SPAC23E2.01.1,SPAC23E2.01.1:pep
I,1,461686,463599,461938,463274,SPAC24H6.12c,uba3,SPAC24H6.12c.1,SPAC24H6.12c.1:pep
I,-1,479228,482556,482556,,SPAC24H6.05,cdc25,SPAC24H6.05.1,SPAC24H6.05.1:pep
I,-1,479228,482556,482185,479228,SPAC24H6.05,cdc25,SPAC24H6.05.1,SPAC24H6.05.1:pep
I,-1,482607,485408,485408,482607,SPAC24H6.04,hxk1,SPAC24H6.04.1,SPAC24H6.04.1:pep
I,1,485703,486330,,,SPNCRNA.551,cut3-antisense-2,SPNCRNA.551.1,
I,-1,489023,489562,,,SPNCRNA.654,SPAC24H6.02c-antisense-1,SPNCRNA.654.1,
I,-1,491816,492201,,,SPNCRNA.47,prl47,SPNCRNA.47.1,
I,1,505902,506355,505983,,SPAC227.05,gim3,SPAC227.05.1,SPAC227.05.1:pep
I,1,526641,528541,,,SPNCRNA.659,psf3-antisense-1,SPNCRNA.659.1,
I,-1,527782,528906,528906,,SPAC227.16c,psf3,SPAC227.16c.1,SPAC227.16c.1:pep
I,-1,527782,528906,,,SPAC227.16c,psf3,SPAC227.16c.1,SPAC227.16c.1:pep
I,-1,527782,528906,,,SPAC227.16c,psf3,SPAC227.16c.1,SPAC227.16c.1:pep
I,-1,527782,528906,,,SPAC227.16c,psf3,SPAC227.16c.1,SPAC227.16c.1:pep
I,-1,527782,528906,,527782,SPAC227.16c,psf3,SPAC227.16c.1,SPAC227.16c.1:pep
I,-1,531794,533731,533731,531794,SPAC2F7.02c,psr1,SPAC2F7.02c.1,SPAC2F7.02c.1:pep
I,-1,546664,548562,,,SPAC2F7.08c,snf5,SPAC2F7.08c.1,SPAC2F7.08c.1:pep
I,1,555300,556109,,,SPNCRNA.154,SPNCRNA.154,SPNCRNA.154.1,
I,-1,648301,649393,,,SPAC1D4.06c,csk1,SPAC1D4.06c.1,SPAC1D4.06c.1:pep
I,-1,648301,649393,,,SPAC1D4.06c,csk1,SPAC1D4.06c.1,SPAC1D4.06c.1:pep
I,-1,648301,649393,,,SPAC1D4.06c,csk1,SPAC1D4.06c.1,SPAC1D4.06c.1:pep
I,1,664310,667647,664781,667101,SPAC1D4.12,rad15,SPAC1D4.12.1,SPAC1D4.12.1:pep
I,1,670203,675444,670378,,SPAC1D4.14,tho2,SPAC1D4.14.1,SPAC1D4.14.1:pep
I,1,670203,675444,,675321,SPAC1D4.14,tho2,SPAC1D4.14.1,SPAC1D4.14.1:pep
I,1,683990,686347,684009,,SPAC22F3.10c,gcs1,SPAC22F3.10c.1,SPAC22F3.10c.1:pep
I,1,683990,686347,,686271,SPAC22F3.10c,gcs1,SPAC22F3.10c.1,SPAC22F3.10c.1:pep
I,1,686543,689179,686592,,SPAC22F3.09c,res2,SPAC22F3.09c.1,SPAC22F3.09c.1:pep
I,1,686543,689179,,688731,SPAC22F3.09c,res2,SPAC22F3.09c.1,SPAC22F3.09c.1:pep
I,1,693514,697130,693830,697035,SPAC22F3.06c,lon1,SPAC22F3.06c.1,SPAC22F3.06c.1:pep
I,-1,697960,702755,,,SPAC22F3.04,mug62,SPAC22F3.04.1,SPAC22F3.04.1:pep
I,-1,697960,702755,,,SPAC22F3.04,mug62,SPAC22F3.04.1,SPAC22F3.04.1:pep
I,-1,697960,702755,,,SPAC22F3.04,mug62,SPAC22F3.04.1,SPAC22F3.04.1:pep
I,-1,697960,702755,,,SPAC22F3.04,mug62,SPAC22F3.04.1,SPAC22F3.04.1:pep
I,-1,697960,702755,,,SPAC22F3.04,mug62,SPAC22F3.04.1,SPAC22F3.04.1:pep
I,-1,697960,702755,,,SPAC22F3.04,mug62,SPAC22F3.04.1,SPAC22F3.04.1:pep
I,-1,697960,702755,,697960,SPAC22F3.04,mug62,SPAC22F3.04.1,SPAC22F3.04.1:pep
I,-1,705042,708014,708014,705042,SPAC22F3.02,atf31,SPAC22F3.02.1,SPAC22F3.02.1:pep
I,-1,707948,710479,710479,,SPAC1296.01c,SPAC1296.01c,SPAC1296.01c.1,SPAC1296.01c.1:pep
I,-1,707948,710479,710366,,SPAC1296.01c,SPAC1296.01c,SPAC1296.01c.1,SPAC1296.01c.1:pep
I,-1,707948,710479,,,SPAC1296.01c,SPAC1296.01c,SPAC1296.01c.1,SPAC1296.01c.1:pep
I,-1,707948,710479,,,SPAC1296.01c,SPAC1296.01c,SPAC1296.01c.1,SPAC1296.01c.1:pep
I,-1,707948,710479,,,SPAC1296.01c,SPAC1296.01c,SPAC1296.01c.1,SPAC1296.01c.1:pep
I,-1,707948,710479,,,SPAC1296.01c,SPAC1296.01c,SPAC1296.01c.1,SPAC1296.01c.1:pep
I,-1,707948,710479,,707948,SPAC1296.01c,SPAC1296.01c,SPAC1296.01c.1,SPAC1296.01c.1:pep
I,-1,716874,718168,718168,,SPAC1296.05c,lcp1,SPAC1296.05c.1,SPAC1296.05c.1:pep
I,-1,716874,718168,,716874,SPAC1296.05c,lcp1,SPAC1296.05c.1,SPAC1296.05c.1:pep
I,-1,774000,776062,776062,,SPAC4G8.07c,trm2,SPAC4G8.07c.1,SPAC4G8.07c.1:pep
I,-1,774000,776062,,,SPAC4G8.07c,trm2,SPAC4G8.07c.1,SPAC4G8.07c.1:pep
I,-1,774000,776062,,,SPAC4G8.07c,trm2,SPAC4G8.07c.1,SPAC4G8.07c.1:pep
I,-1,774000,776062,,,SPAC4G8.07c,trm2,SPAC4G8.07c.1,SPAC4G8.07c.1:pep
I,-1,774000,776062,,,SPAC4G8.07c,trm2,SPAC4G8.07c.1,SPAC4G8.07c.1:pep
I,1,777177,778498,777258,,SPAC4G8.08,SPAC4G8.08,SPAC4G8.08.1,SPAC4G8.08.1:pep
I,1,777177,778498,,,SPAC4G8.08,SPAC4G8.08,SPAC4G8.08.1,SPAC4G8.08.1:pep
I,1,777177,778498,,778284,SPAC4G8.08,SPAC4G8.08,SPAC4G8.08.1,SPAC4G8.08.1:pep
I,-1,778805,781335,,,SPNCRNA.683,SPAC4G8.09-antisense-1,SPNCRNA.683.1,
I,-1,781347,783634,783634,,SPAC4G8.11c,atp10,SPAC4G8.11c.1,SPAC4G8.11c.1:pep
I,-1,781347,783634,,,SPAC4G8.11c,atp10,SPAC4G8.11c.1,SPAC4G8.11c.1:pep
I,-1,781347,783634,,781347,SPAC4G8.11c,atp10,SPAC4G8.11c.1,SPAC4G8.11c.1:pep
I,1,814218,815490,814450,815357,SPAC2G11.04,SPAC2G11.04,SPAC2G11.04.1,SPAC2G11.04.1:pep
I,1,823493,826399,823738,,SPAC2G11.09,SPAC2G11.09,SPAC2G11.09.1,SPAC2G11.09.1:pep
I,1,823493,826399,,826230,SPAC2G11.09,SPAC2G11.09,SPAC2G11.09.1,SPAC2G11.09.1:pep
I,1,831918,836094,832026,836014,SPAC2G11.12,rqh1,SPAC2G11.12.1,SPAC2G11.12.1:pep
I,1,838228,841562,838319,,SPAC2G11.14,taf111,SPAC2G11.14.1,SPAC2G11.14.1:pep
I,1,838228,841562,,,SPAC2G11.14,taf111,SPAC2G11.14.1,SPAC2G11.14.1:pep
I,1,838228,841562,,,SPAC2G11.14,taf111,SPAC2G11.14.1,SPAC2G11.14.1:pep
I,1,838228,841562,,841388,SPAC2G11.14,taf111,SPAC2G11.14.1,SPAC2G11.14.1:pep
I,-1,879147,880546,880546,,SPAC23G3.07c,snf30,SPAC23G3.07c.1,SPAC23G3.07c.1:pep
I,-1,879147,880546,,879147,SPAC23G3.07c,snf30,SPAC23G3.07c.1,SPAC23G3.07c.1:pep
I,1,884365,885989,884444,885543,SPAC23G3.09,taf4,SPAC23G3.09.1,SPAC23G3.09.1:pep
I,1,903042,903861,903100,,SPAC1687.01,rpc19,SPAC1687.01.1,SPAC1687.01.1:pep
I,1,903042,903861,,,SPAC1687.01,rpc19,SPAC1687.01.1,SPAC1687.01.1:pep
I,1,903042,903861,,,SPAC1687.01,rpc19,SPAC1687.01.1,SPAC1687.01.1:pep
I,1,903042,903861,,903677,SPAC1687.01,rpc19,SPAC1687.01.1,SPAC1687.01.1:pep
I,-1,957367,958774,958774,957367,SPAC222.08c,sno1,SPAC222.08c.1,SPAC222.08c.1:pep
I,1,978722,979643,978902,,SPAC222.18,SPAC222.18,SPAC222.18.1,SPAC222.18.1:pep
I,1,978722,979643,,,SPAC222.18,SPAC222.18,SPAC222.18.1,SPAC222.18.1:pep
I,1,978722,979643,,979375,SPAC222.18,SPAC222.18,SPAC222.18.1,SPAC222.18.1:pep
I,1,998686,1002361,998952,1002004,SPAC821.09,eng1,SPAC821.09.1,SPAC821.09.1:pep
I,1,1021695,1024135,1021916,,SPAC139.03,toe2,SPAC139.03.1,SPAC139.03.1:pep
I,1,1021695,1024135,,,SPAC139.03,toe2,SPAC139.03.1,SPAC139.03.1:pep
I,1,1021695,1024135,,1023875,SPAC139.03,toe2,SPAC139.03.1,SPAC139.03.1:pep
I,1,1025199,1025635,,,SPNCRNA.705,fap2-antisense-1,SPNCRNA.705.1,
I,1,1051665,1052724,1051728,,SPAC23C4.13,bet1,SPAC23C4.13.1,SPAC23C4.13.1:pep
I,1,1051665,1052724,,,SPAC23C4.13,bet1,SPAC23C4.13.1,SPAC23C4.13.1:pep
I,1,1051665,1052724,,1052175,SPAC23C4.13,bet1,SPAC23C4.13.1,SPAC23C4.13.1:pep
I,1,1054665,1055906,1054734,,SPAC23C4.15,rpb5,SPAC23C4.15.1,SPAC23C4.15.1:pep
I,1,1054665,1055906,,,SPAC23C4.15,rpb5,SPAC23C4.15.1,SPAC23C4.15.1:pep
I,1,1054665,1055906,,1055643,SPAC23C4.15,rpb5,SPAC23C4.15.1,SPAC23C4.15.1:pep
I,-1,1055849,1057578,1057578,1055849,SPAC23C4.16c,atg15,SPAC23C4.16c.1,SPAC23C4.16c.1:pep
I,-1,1079635,1081713,1081713,,SPAC1A6.05c,ptl3,SPAC1A6.05c.1,SPAC1A6.05c.1:pep
I,-1,1079635,1081713,,,SPAC1A6.05c,ptl3,SPAC1A6.05c.1,SPAC1A6.05c.1:pep
I,-1,1079635,1081713,,1079635,SPAC1A6.05c,ptl3,SPAC1A6.05c.1,SPAC1A6.05c.1:pep
I,1,1096369,1096466,,,SPATRNASER.01,SPATRNASER.01,SPATRNASER.01.1,
I,1,1108485,1110686,1108566,,SPAC30D11.06c,hfl1,SPAC30D11.06c.1,SPAC30D11.06c.1:pep
I,1,1108485,1110686,,,SPAC30D11.06c,hfl1,SPAC30D11.06c.1,SPAC30D11.06c.1:pep
I,1,1108485,1110686,,1110111,SPAC30D11.06c,hfl1,SPAC30D11.06c.1,SPAC30D11.06c.1:pep
I,1,1112170,1115868,1112213,,SPAC30D11.04c,nup124,SPAC30D11.04c.1,SPAC30D11.04c.1:pep
I,1,1112170,1115868,,1115737,SPAC30D11.04c,nup124,SPAC30D11.04c.1,SPAC30D11.04c.1:pep
I,1,1134589,1135838,,,SPNCRNA.715,mug54-antisense-1,SPNCRNA.715.1,
I,-1,1163745,1165581,1165581,1163745,SPAC22A12.06c,SPAC22A12.06c,SPAC22A12.06c.1,SPAC22A12.06c.1:pep
I,1,1200168,1200253,,,SPSNORNA.07,snR41,SPSNORNA.07.1,
I,1,1217077,1218228,1217170,1217945,SPAC10F6.06,vip1,SPAC10F6.06.1,SPAC10F6.06.1:pep
I,-1,1219667,1220847,1220847,,SPAC10F6.08c,nht1,SPAC10F6.08c.1,SPAC10F6.08c.1:pep
I,-1,1219667,1220847,,,SPAC10F6.08c,nht1,SPAC10F6.08c.1,SPAC10F6.08c.1:pep
I,-1,1219667,1220847,,,SPAC10F6.08c,nht1,SPAC10F6.08c.1,SPAC10F6.08c.1:pep
I,-1,1267830,1270260,1270260,1267830,SPAC1420.04c,cox1101,SPAC1420.04c.1,SPAC1420.04c.1:pep
I,1,1276506,1279000,1276672,,SPAPB17E12.06,sos7,SPAPB17E12.06.1,SPAPB17E12.06.1:pep
I,1,1276506,1279000,,,SPAPB17E12.06,sos7,SPAPB17E12.06.1,SPAPB17E12.06.1:pep
I,1,1276506,1279000,,,SPAPB17E12.06,sos7,SPAPB17E12.06.1,SPAPB17E12.06.1:pep
I,1,1276506,1279000,,,SPAPB17E12.06,sos7,SPAPB17E12.06.1,SPAPB17E12.06.1:pep
I,1,1276506,1279000,,,SPAPB17E12.06,sos7,SPAPB17E12.06.1,SPAPB17E12.06.1:pep
I,1,1276506,1279000,,1277752,SPAPB17E12.06,sos7,SPAPB17E12.06.1,SPAPB17E12.06.1:pep
I,-1,1344924,1348614,1348614,,SPAC6F12.16c,mtr4,SPAC6F12.16c.1,SPAC6F12.16c.1:pep
I,-1,1344924,1348614,1348506,1344924,SPAC6F12.16c,mtr4,SPAC6F12.16c.1,SPAC6F12.16c.1:pep
I,1,1357621,1359568,,,SPNCRNA.737,SPNCRNA.737,SPNCRNA.737.1,
I,-1,1411624,1415165,1415165,,SPAC20G8.08c,fft1,SPAC20G8.08c.1,SPAC20G8.08c.1:pep
I,-1,1411624,1415165,,,SPAC20G8.08c,fft1,SPAC20G8.08c.1,SPAC20G8.08c.1:pep
I,-1,1411624,1415165,,,SPAC20G8.08c,fft1,SPAC20G8.08c.1,SPAC20G8.08c.1:pep
I,-1,1411624,1415165,,,SPAC20G8.08c,fft1,SPAC20G8.08c.1,SPAC20G8.08c.1:pep
I,-1,1411624,1415165,,1411624,SPAC20G8.08c,fft1,SPAC20G8.08c.1,SPAC20G8.08c.1:pep
I,-1,1418900,1420497,1420497,1418900,SPAC20G8.10c,atg6,SPAC20G8.10c.1,SPAC20G8.10c.1:pep
I,1,1438294,1439013,1438374,1438906,SPAC3A12.10,rpl2001,SPAC3A12.10.1,SPAC3A12.10.1:pep
I,-1,1439245,1440658,1440658,,SPAC3A12.11c,cwf2,SPAC3A12.11c.1,SPAC3A12.11c.1:pep
I,-1,1439245,1440658,,,SPAC3A12.11c,cwf2,SPAC3A12.11c.1,SPAC3A12.11c.1:pep
I,-1,1439245,1440658,,1439245,SPAC3A12.11c,cwf2,SPAC3A12.11c.1,SPAC3A12.11c.1:pep
I,1,1444658,1446333,1444929,,SPAC3A12.14,cam1,SPAC3A12.14.1,SPAC3A12.14.1:pep
I,1,1444658,1446333,,1445509,SPAC3A12.14,cam1,SPAC3A12.14.1,SPAC3A12.14.1:pep
I,-1,1456798,1457906,1457906,,SPAC9.02c,SPAC9.02c,SPAC9.02c.1,SPAC9.02c.1:pep
I,-1,1456798,1457906,,1456798,SPAC9.02c,SPAC9.02c,SPAC9.02c.1,SPAC9.02c.1:pep
I,1,1478383,1481172,1478626,1480922,SPAC9.09,met26,SPAC9.09.1,SPAC9.09.1:pep
I,1,1481491,1481827,,,SPNCRNA.171,SPNCRNA.171,SPNCRNA.171.1,
I,-1,1492307,1495689,1495689,1492307,SPAC5D6.12,mtf2,SPAC5D6.12.1,SPAC5D6.12.1:pep
I,-1,1527088,1527181,,,SPATRNALEU.01,SPATRNALEU.01,SPATRNALEU.01.1,
I,-1,1593302,1594661,1594661,,SPAC23H4.08,iwr1,SPAC23H4.08.1,SPAC23H4.08.1:pep
I,-1,1593302,1594661,,,SPAC23H4.08,iwr1,SPAC23H4.08.1,SPAC23H4.08.1:pep
I,-1,1593302,1594661,,,SPAC23H4.08,iwr1,SPAC23H4.08.1,SPAC23H4.08.1:pep
I,-1,1593302,1594661,,1593302,SPAC23H4.08,iwr1,SPAC23H4.08.1,SPAC23H4.08.1:pep
I,1,1595143,1596024,1595194,,SPAC23H4.07c,srp102,SPAC23H4.07c.1,SPAC23H4.07c.1:pep
I,1,1595143,1596024,,1595927,SPAC23H4.07c,srp102,SPAC23H4.07c.1,SPAC23H4.07c.1:pep
I,1,1599323,1600363,1599330,1599625,SPAC23H4.05c,SPAC23H4.05c,SPAC23H4.05c.1,SPAC23H4.05c.1:pep
I,-1,1611335,1611958,,,SPNCRNA.748,SPAP27G11.02-antisense-1,SPNCRNA.748.1,
I,-1,1630900,1631203,,,SPAP27G11.11c,SPAP27G11.11c,SPAP27G11.11c.1,SPAP27G11.11c.1:pep
I,-1,1630900,1631203,,,SPAP27G11.11c,SPAP27G11.11c,SPAP27G11.11c.1,SPAP27G11.11c.1:pep
I,1,1651012,1652981,,,SPAC343.07,mug28,SPAC343.07.1,SPAC343.07.1:pep
I,1,1651012,1652981,,,SPAC343.07,mug28,SPAC343.07.1,SPAC343.07.1:pep
I,1,1651012,1652981,,,SPAC343.07,mug28,SPAC343.07.1,SPAC343.07.1:pep
I,1,1651012,1652981,,,SPAC343.07,mug28,SPAC343.07.1,SPAC343.07.1:pep
I,1,1690187,1691715,1690361,1691388,SPAC824.04,swd22,SPAC824.04.1,SPAC824.04.1:pep
I,-1,1704815,1707384,1707384,,SPAC664.02c,arp8,SPAC664.02c.1,SPAC664.02c.1:pep
I,-1,1704815,1707384,,,SPAC664.02c,arp8,SPAC664.02c.1,SPAC664.02c.1:pep
I,-1,1704815,1707384,,,SPAC664.02c,arp8,SPAC664.02c.1,SPAC664.02c.1:pep
I,-1,1704815,1707384,,,SPAC664.02c,arp8,SPAC664.02c.1,SPAC664.02c.1:pep
I,-1,1704815,1707384,,1704815,SPAC664.02c,arp8,SPAC664.02c.1,SPAC664.02c.1:pep
I,1,1718920,1721701,1719495,1721389,SPAC664.09,ggt1,SPAC664.09.1,SPAC664.09.1:pep
I,1,1729505,1729858,,,SPAC664.13,SPAC664.13,SPAC664.13.1,SPAC664.13.1:pep
I,1,1790362,1791399,1790624,1791279,SPAC1610.01,saf5,SPAC1610.01.1,SPAC1610.01.1:pep
I,-1,1792433,1794994,1794994,,SPAC1610.03c,crp79,SPAC1610.03c.1,SPAC1610.03c.1:pep
I,-1,1792433,1794994,,,SPAC1610.03c,crp79,SPAC1610.03c.1,SPAC1610.03c.1:pep
I,-1,1792433,1794994,,,SPAC1610.03c,crp79,SPAC1610.03c.1,SPAC1610.03c.1:pep
I,-1,1792433,1794994,,1792433,SPAC1610.03c,crp79,SPAC1610.03c.1,SPAC1610.03c.1:pep
I,1,1823882,1824630,1823971,1824278,SPAC1002.20,SPAC1002.20,SPAC1002.20.1,SPAC1002.20.1:pep
I,1,1863972,1864457,,,SPAPB1A10.16,SPAPB1A10.16,SPAPB1A10.16.1,SPAPB1A10.16.1:pep
I,1,1863972,1864457,,,SPAPB1A10.16,SPAPB1A10.16,SPAPB1A10.16.1,SPAPB1A10.16.1:pep
I,1,1866753,1868268,1867134,1868020,SPAPB1A10.05,SPAPB1A10.05,SPAPB1A10.05.1,SPAPB1A10.05.1:pep
I,1,1902075,1903841,1902318,1903207,SPAC140.04,ctr1,SPAC140.04.1,SPAC140.04.1:pep
I,-1,1913840,1915898,,,SPNCRNA.773,pds5-antisense-1,SPNCRNA.773.1,
I,1,1922552,1924915,1922955,,SPAP14E8.02,tos4,SPAP14E8.02.1,SPAP14E8.02.1:pep
I,1,1922552,1924915,,1924764,SPAP14E8.02,tos4,SPAP14E8.02.1,SPAP14E8.02.1:pep
I,-1,1931489,1934952,1934952,1931489,SPAC3H1.02c,SPAC3H1.02c,SPAC3H1.02c.1,SPAC3H1.02c.1:pep
I,-1,1951105,1953595,,,SPNCRNA.777,SPNCRNA.777,SPNCRNA.777.1,
I,1,1952384,1953655,,,SPNCRNA.778,SPNCRNA.778,SPNCRNA.778.1,
I,-1,1995130,1996858,1996858,,SPAC9G1.13c,swc4,SPAC9G1.13c.1,SPAC9G1.13c.1:pep
I,-1,1995130,1996858,,,SPAC9G1.13c,swc4,SPAC9G1.13c.1,SPAC9G1.13c.1:pep
I,-1,1995130,1996858,,,SPAC9G1.13c,swc4,SPAC9G1.13c.1,SPAC9G1.13c.1:pep
I,-1,1995130,1996858,,1995130,SPAC9G1.13c,swc4,SPAC9G1.13c.1,SPAC9G1.13c.1:pep
I,-1,1999964,2000691,,,SPNCRNA.786,SPNCRNA.786,SPNCRNA.786.1,
I,1,2004745,2008108,2004837,2007931,SPAC17H9.02,mtl1,SPAC17H9.02.1,SPAC17H9.02.1:pep
